iter	Passed	Remaining
1671	17439	34712
1672	17450	34703
1673	17461	34693
1674	17472	34684
1675	17482	34673
1676	17495	34667
1677	17508	34661
1678	17518	34650
1679	17531	34645
1680	17544	34641
1681	17557	34634
1682	17570	34630
1683	17583	34623
1684	17595	34617
1685	17607	34609
1686	17623	34610
1687	17637	34606
1688	17650	34600
1689	17666	34602
1690	17680	34598
1691	17701	34607
1692	17724	34621
1693	17748	34637
1694	17773	34655
1695	17790	34658
1696	17802	34649
1697	17811	34637
1698	17823	34629
1699	17837	34626
1700	17848	34616
1701	17858	34605
1702	17868	34592
1703	17878	34580
1704	17888	34570
1705	17898	34558
1706	17907	34546
1707	17918	34536
1708	17928	34525
1709	17938	34513
1710	17949	34503
1711	17959	34491
1712	17969	34480
1713	17980	34471
1714	17993	34465
1715	18007	34460
1716	18024	34464
1717	18040	34463
1718	18059	34469
1719	18071	34461
1720	18084	34456
1721	18094	34444
1722	18104	34433
1723	18116	34425
1724	18128	34417
1725	18141	34412
1726	18155	34407
1727	18166	34398
1728	18175	34385
1729	18185	34373
1730	18214	34397
1731	18236	34409
1732	18258	34419
1733	18273	34417
1734	18297	34432
1735	18317	34439
1736	18344	34460
1737	18362	34463
1738	18372	34453
1739	18381	34439
1740	18389	34423
1741	18398	34409
1742	18406	34394
1743	18415	34381
1744	18425	34369
1745	18436	34359
1746	18449	34353
1747	18460	34343
1748	18471	34333
1749	18478	34317
1750	18488	34305
1751	18498	34293
1752	18506	34279
1753	18515	34265
1754	18522	34248
1755	18532	34236
1756	18539	34219
1757	18550	34209
1758	18559	34196
1759	18569	34184
1760	18579	34172
1761	18588	34159
1762	18597	34146
1763	18611	34142
1764	18622	34132
1765	18631	34119
1766	18638	34102
1767	18646	34085
1768	18653	34068
1769	18660	34052
1770	18667	34035
1771	18674	34018
1772	18681	34002
1773	18688	33985
1774	18695	33968
1775	18706	33957
1776	18715	33944
1777	18722	33927
1778	18729	33911
1779	18736	33894
1780	18743	33877
1781	18750	33861
1782	18758	33844
1783	18765	33827
1784	18774	33815
1785	18785	33805
1786	18794	33792
1787	18803	33779
1788	18811	33763
1789	18820	33749
1790	18828	33735
1791	18835	33718
1792	18842	33702
1793	18849	33685
1794	18858	33671
1795	18865	33654
1796	18872	33638
1797	18879	33621
1798	18886	33605
1799	18894	33589
1800	18901	33574
1801	18909	33558
1802	18916	33541
1803	18923	33525
1804	18930	33508
1805	18937	33492
1806	18944	33476
1807	18952	33460
1808	18959	33443
1809	18966	33426
1810	18973	33410
1811	18980	33393
1812	18988	33379
1813	18999	33369
1814	19009	33357
1815	19019	33346
1816	19026	33331
1817	19034	33315
1818	19041	33299
1819	19048	33282
1820	19056	33268
1821	19063	33251
1822	19071	33235
1823	19078	33219
1824	19087	33206
1825	19095	33192
1826	19103	33176
1827	19110	33160
1828	19117	33144
1829	19124	33127
1830	19131	33112
1831	19138	33095
1832	19145	33079
1833	19152	33063
1834	19160	33047
1835	19167	33031
1836	19174	33014
1837	19182	33000
1838	19195	32995
1839	19204	32981
1840	19211	32965
1841	19220	32952
1842	19231	32943
1843	19242	32933
1844	19254	32925
1845	19270	32924
1846	19283	32917
1847	19306	32929
1848	19322	32929
1849	19343	32935
1850	19357	32931
1851	19368	32922
1852	19376	32907
1853	19386	32897
1854	19394	32882
1855	19404	32870
1856	19412	32855
1857	19420	32841
1858	19429	32828
1859	19437	32814
1860	19447	32803
1861	19457	32791
1862	19468	32782
1863	19478	32770
1864	19486	32756
1865	19495	32743
1866	19503	32727
1867	19511	32713
1868	19518	32697
1869	19525	32681
1870	19532	32665
1871	19539	32649
1872	19547	32634
1873	19554	32618
1874	19561	32602
1875	19568	32586
1876	19576	32571
1877	19584	32557
1878	19592	32542
1879	19599	32526
1880	19607	32511
1881	19616	32500
1882	19626	32489
1883	19638	32480
1884	19653	32478
1885	19662	32465
1886	19670	32450
1887	19684	32446
1888	19696	32437
1889	19704	32423
1890	19711	32408
1891	19719	32392
1892	19726	32376
1893	19733	32361
1894	19740	32345
1895	19747	32329
1896	19754	32313
1897	19762	32298
1898	19769	32282
1899	19777	32268
1900	19784	32253
1901	19792	32238
1902	19802	32227
1903	19812	32215
1904	19819	32200
1905	19826	32184
1906	19833	32168
1907	19840	32152
1908	19847	32136
1909	19854	32121
1910	19862	32105
1911	19870	32092
1912	19880	32080
1913	19889	32069
1914	19897	32053
1915	19909	32046
1916	19922	32040
1917	19932	32028
1918	19943	32019
1919	19954	32010
1920	19964	32000
1921	19977	31993
1922	19988	31983
1923	19998	31972
1924	20010	31964
1925	20020	31953
1926	20030	31942
1927	20040	31931
1928	20050	31921
1929	20059	31908
1930	20073	31903
1931	20084	31893
1932	20091	31877
1933	20098	31862
1934	20105	31847
1935	20114	31834
1936	20124	31823
1937	20134	31812
1938	20145	31802
1939	20157	31794
1940	20173	31793
1941	20195	31800
1942	20210	31798
1943	20220	31787
1944	20230	31776
1945	20240	31765
1946	20250	31753
1947	20261	31744
1948	20272	31735
1949	20283	31726
1950	20292	31713
1951	20302	31702
1952	20311	31688
1953	20318	31673
1954	20325	31657
1955	20332	31641
1956	20339	31627
1957	20347	31612
1958	20355	31597
1959	20380	31610
1960	20403	31619
1961	20420	31619
1962	20438	31620
1963	20468	31640
1964	20495	31656
1965	20522	31670
1966	20561	31705
1967	20593	31726
1968	20616	31735
1969	20637	31741
1970	20656	31744
1971	20681	31755
1972	20699	31758
1973	20717	31758
1974	20735	31758
1975	20754	31761
1976	20772	31762
1977	20789	31762
1978	20801	31754
1979	20814	31747
1980	20826	31738
1981	20838	31731
1982	20850	31723
1983	20863	31716
1984	20873	31704
1985	20882	31692
1986	20929	31736
1987	20937	31722
1988	20945	31707
1989	20952	31691
1990	20960	31677
1991	20967	31661
1992	20975	31647
1993	20982	31631
1994	20989	31616
1995	20997	31600
1996	21004	31585
1997	21011	31569
1998	21018	31553
1999	21025	31538
2000	21033	31523
2001	21040	31507
2002	21047	31492
2003	21055	31478
2004	21062	31462
2005	21070	31447
2006	21077	31431
2007	21083	31415
2008	21091	31400
2009	21098	31384
2010	21105	31369
2011	21112	31353
2012	21119	31338
2013	21128	31325
2014	21137	31313
2015	21148	31302
2016	21162	31297
2017	21171	31284
2018	21178	31269
2019	21185	31254
2020	21193	31239
2021	21200	31223
2022	21207	31208
2023	21214	31193
2024	21221	31177
2025	21228	31162
2026	21235	31146
2027	21242	31130
2028	21250	31116
2029	21259	31103
2030	21268	31091
2031	21278	31080
2032	21288	31068
2033	21297	31055
2034	21308	31047
2035	21318	31035
2036	21324	31018
2037	21331	31003
2038	21338	30987
2039	21345	30972
2040	21353	30957
2041	21360	30941
2042	21368	30928
2043	21377	30915
2044	21386	30903
2045	21394	30889
2046	21401	30874
2047	21408	30858
2048	21417	30846
2049	21426	30832
2050	21432	30816
2051	21439	30801
2052	21447	30787
2053	21454	30771
2054	21461	30756
2055	21468	30740
2056	21476	30726
2057	21483	30710
2058	21489	30695
2059	21497	30680
2060	21504	30664
2061	21510	30649
2062	21517	30634
2063	21524	30618
2064	21531	30602
2065	21538	30587
2066	21546	30573
2067	21553	30558
2068	21560	30543
2069	21567	30528
2070	21574	30512
2071	21581	30497
2072	21588	30482
2073	21597	30470
2074	21606	30457
2075	21614	30443
2076	21621	30428
2077	21630	30416
2078	21639	30403
2079	21653	30397
2080	21663	30386
2081	21672	30374
2082	21680	30360
2083	21688	30347
2084	21697	30335
2085	21706	30322
2086	21714	30309
2087	21725	30298
2088	21735	30287
2089	21744	30276
2090	21751	30261
2091	21759	30246
2092	21769	30235
2093	21777	30221
2094	21786	30210
2095	21796	30198
2096	21805	30186
2097	21815	30176
2098	21826	30165
2099	21836	30154
2100	21845	30143
2101	21853	30129
2102	21861	30115
2103	21868	30100
2104	21875	30085
2105	21883	30071
2106	21891	30057
2107	21899	30044
2108	21907	30031
2109	21915	30017
2110	21924	30004
2111	21931	29990
2112	21941	29978
2113	21949	29964
2114	21957	29951
2115	21965	29937
2116	21973	29923
2117	21981	29910
2118	21988	29896
2119	21996	29882
2120	22005	29869
2121	22012	29854
2122	22020	29840
2123	22027	29826
2124	22037	29815
2125	22047	29803
2126	22057	29793
2127	22064	29779
2128	22074	29767
2129	22086	29760
2130	22098	29751
2131	22108	29741
2132	22118	29729
2133	22128	29719
2134	22143	29714
2135	22154	29705
2136	22164	29694
2137	22174	29682
2138	22183	29670
2139	22191	29657
2140	22200	29645
2141	22209	29633
2142	22218	29620
2143	22227	29608
2144	22235	29596
2145	22243	29581
2146	22250	29567
2147	22257	29552
2148	22264	29537
2149	22271	29523
2150	22278	29508
2151	22286	29494
2152	22293	29479
2153	22300	29464
2154	22307	29449
2155	22313	29434
2156	22320	29419
2157	22328	29405
2158	22335	29390
2159	22342	29376
2160	22350	29362
2161	22356	29347
2162	22364	29332
2163	22370	29317
2164	22378	29304
2165	22386	29290
2166	22393	29276
2167	22401	29261
2168	22408	29247
2169	22415	29233
2170	22425	29221
2171	22434	29210
2172	22446	29202
2173	22463	29200
2174	22491	29212
2175	22529	29238
2176	22555	29248
2177	22578	29254
2178	22601	29260
2179	22639	29286
2180	22657	29285
2181	22674	29283
2182	22689	29279
2183	22704	29275
2184	22714	29264
2185	22722	29250
2186	22731	29238
2187	22738	29223
2188	22748	29212
2189	22756	29198
2190	22763	29184
2191	22770	29169
2192	22778	29156
2193	22785	29141
2194	22793	29127
2195	22800	29113
2196	22807	29098
2197	22814	29083
2198	22822	29070
2199	22830	29056
2200	22837	29042
2201	22847	29031
2202	22856	29019
2203	22866	29008
2204	22873	28994
2205	22882	28982
2206	22891	28970
2207	22898	28955
2208	22905	28940
2209	22912	28925
2210	22920	28912
2211	22928	28898
2212	22934	28883
2213	22941	28869
2214	22949	28854
2215	22956	28840
2216	22964	28826
2217	22971	28813
2218	22979	28798
2219	22986	28785
2220	22993	28770
2221	23001	28756
2222	23008	28742
2223	23018	28731
2224	23029	28721
2225	23041	28714
2226	23060	28714
2227	23083	28719
2228	23105	28724
2229	23122	28722
2230	23138	28718
2231	23153	28713
2232	23171	28712
2233	23184	28705
2234	23194	28694
2235	23202	28681
2236	23210	28668
2237	23220	28657
2238	23228	28644
2239	23238	28632
2240	23252	28627
2241	23269	28624
2242	23281	28616
2243	23296	28611
2244	23327	28626
2245	23347	28628
2246	23364	28625
2247	23384	28627
2248	23394	28616
2249	23403	28604
2250	23412	28592
2251	23420	28579
2252	23429	28566
2253	23436	28552
2254	23444	28538
2255	23451	28524
2256	23459	28510
2257	23466	28496
2258	23473	28481
2259	23480	28467
2260	23487	28452
2261	23494	28438
2262	23501	28424
2263	23510	28411
2264	23517	28397
2265	23524	28383
2266	23531	28369
2267	23538	28354
2268	23549	28344
2269	23558	28332
2270	23567	28320
2271	23577	28309
2272	23585	28295
2273	23593	28282
2274	23600	28268
2275	23612	28260
2276	23619	28246
2277	23627	28232
2278	23634	28218
2279	23642	28204
2280	23649	28190
2281	23657	28177
2282	23664	28163
2283	23672	28150
2284	23679	28136
2285	23687	28122
2286	23694	28108
2287	23703	28096
2288	23712	28084
2289	23720	28071
2290	23730	28060
2291	23738	28046
2292	23745	28032
2293	23752	28018
2294	23759	28004
2295	23766	27989
2296	23776	27979
2297	23786	27967
2298	23795	27955
2299	23804	27944
2300	23812	27931
2301	23820	27918
2302	23828	27904
2303	23835	27891
2304	23843	27877
2305	23851	27865
2306	23862	27855
2307	23877	27850
2308	23888	27841
2309	23898	27830
2310	23911	27822
2311	23942	27836
2312	24059	27949
2313	24109	27984
2314	24135	27992
2315	24145	27982
2316	24158	27975
2317	24176	27972
2318	24207	27986
2319	24239	28000
2320	24266	28009
2321	24275	27997
2322	24286	27987
2323	24297	27977
2324	24304	27963
2325	24312	27949
2326	24319	27935
2327	24327	27921
2328	24335	27908
2329	24342	27894
2330	24350	27881
2331	24358	27867
2332	24366	27854
2333	24373	27840
2334	24381	27827
2335	24389	27813
2336	24397	27800
2337	24404	27786
2338	24412	27773
2339	24420	27759
2340	24428	27746
2341	24435	27732
2342	24444	27719
2343	24617	27893
2344	24641	27898
2345	24649	27885
2346	24657	27872
2347	24665	27858
2348	24672	27844
2349	24680	27831
2350	24689	27819
2351	24697	27805
2352	24704	27791
2353	24714	27780
2354	24721	27766
2355	24729	27752
2356	24736	27738
2357	24744	27724
2358	24751	27710
2359	24758	27696
2360	24765	27681
2361	24774	27669
2362	24784	27658
2363	24793	27646
2364	24801	27633
2365	24812	27623
2366	24825	27615
2367	24836	27605
2368	24846	27593
2369	24857	27584
2370	24866	27572
2371	24875	27559
2372	24885	27549
2373	24892	27535
2374	24899	27520
2375	24907	27506
2376	24914	27493
2377	24923	27480
2378	24934	27471
2379	24942	27458
2380	24950	27444
2381	24957	27430
2382	24964	27415
2383	24973	27404
2384	24986	27395
2385	24993	27381
2386	25000	27367
2387	25007	27353
2388	25014	27339
2389	25024	27327
2390	25034	27316
2391	25043	27305
2392	25053	27293
2393	25061	27281
2394	25070	27269
2395	25081	27259
2396	25089	27245
2397	25096	27231
2398	25103	27217
2399	25110	27203
2400	25119	27190
2401	25129	27179
2402	25137	27166
2403	25144	27152
2404	25151	27138
2405	25158	27124
2406	25166	27111
2407	25178	27102
2408	25186	27089
2409	25193	27075
2410	25200	27061
2411	25207	27047
2412	25215	27034
2413	25225	27022
2414	25233	27009
2415	25240	26995
2416	25248	26982
2417	25255	26967
2418	25262	26954
2419	25276	26947
2420	25286	26936
2421	25294	26923
2422	25301	26909
2423	25308	26895
2424	25316	26882
2425	25324	26868
2426	25331	26854
2427	25338	26840
2428	25345	26827
2429	25352	26813
2430	25360	26799
2431	25367	26785
2432	25375	26772
2433	25382	26759
2434	25389	26745
2435	25396	26731
2436	25404	26717
2437	25412	26705
2438	25420	26692
2439	25429	26679
2440	25436	26665
2441	25443	26652
2442	25450	26638
2443	25458	26624
2444	25467	26612
2445	25475	26600
2446	25482	26586
2447	25491	26574
2448	25500	26562
2449	25511	26552
2450	25521	26542
2451	25529	26528
2452	25536	26515
2453	25543	26501
2454	25554	26491
2455	25566	26483
2456	25575	26470
2457	25582	26456
2458	25589	26443
2459	25597	26429
2460	25604	26415
2461	25612	26403
2462	25621	26391
2463	25628	26377
2464	25636	26364
2465	25643	26350
2466	25650	26336
2467	25658	26323
2468	25667	26312
2469	25675	26298
2470	25682	26285
2471	25692	26274
2472	25699	26260
2473	25707	26247
2474	25716	26236
2475	25725	26224
2476	25735	26213
2477	25743	26200
2478	25750	26187
2479	25758	26173
2480	25766	26161
2481	25773	26147
2482	25780	26133
2483	25787	26120
2484	25795	26106
2485	25802	26093
2486	25809	26079
2487	25816	26065
2488	25823	26052
2489	25831	26038
2490	25838	26025
2491	25847	26013
2492	25855	26000
2493	25864	25988
2494	25871	25974
2495	25878	25961
2496	25885	25947
2497	25893	25935
2498	25901	25922
2499	25909	25909
2500	25916	25896
2501	25924	25883
2502	25932	25870
2503	25941	25858
2504	25951	25847
2505	25961	25837
2506	25969	25824
2507	25977	25811
2508	25984	25798
2509	25991	25784
2510	25998	25771
2511	26006	25757
2512	26013	25744
2513	26020	25731
2514	26028	25717
2515	26035	25704
2516	26042	25690
2517	26051	25678
2518	26059	25666
2519	26066	25652
2520	26072	25638
2521	26079	25624
2522	26086	25610
2523	26094	25598
2524	26102	25585
2525	26110	25572
2526	26117	25559
2527	26123	25545
2528	26131	25531
2529	26138	25518
2530	26145	25505
2531	26155	25493
2532	26163	25482
2533	26173	25471
2534	26182	25459
2535	26190	25447
2536	26199	25435
2537	26206	25422
2538	26214	25408
2539	26221	25395
2540	26228	25382
2541	26235	25368
2542	26244	25356
2543	26252	25344
2544	26259	25330
2545	26266	25317
2546	26273	25304
2547	26281	25290
2548	26288	25277
2549	26296	25264
2550	26304	25252
2551	26311	25239
2552	26318	25225
2553	26325	25212
2554	26332	25199
2555	26340	25186
2556	26350	25175
2557	26357	25162
2558	26365	25149
2559	26372	25135
2560	26379	25122
2561	26388	25110
2562	26399	25101
2563	26408	25090
2564	26416	25077
2565	26423	25064
2566	26430	25051
2567	26439	25038
2568	26447	25026
2569	26454	25013
2570	26461	24999
2571	26468	24986
2572	26476	24973
2573	26486	24963
2574	26493	24950
2575	26500	24937
2576	26507	24923
2577	26515	24910
2578	26522	24897
2579	26529	24884
2580	26537	24871
2581	26545	24859
2582	26554	24848
2583	26562	24835
2584	26569	24821
2585	26576	24808
2586	26584	24796
2587	26592	24784
2588	26600	24771
2589	26607	24758
2590	26617	24747
2591	26626	24736
2592	26635	24725
2593	26644	24713
2594	26652	24700
2595	26659	24687
2596	26669	24676
2597	26676	24663
2598	26684	24651
2599	26694	24640
2600	26702	24628
2601	26709	24615
2602	26719	24604
2603	26726	24591
2604	26734	24579
2605	26743	24567
2606	26750	24554
2607	26757	24541
2608	26764	24528
2609	26772	24515
2610	26779	24502
2611	26786	24489
2612	26793	24476
2613	26800	24463
2614	26808	24450
2615	26815	24437
2616	26822	24424
2617	26830	24411
2618	26840	24401
2619	26850	24390
2620	26859	24379
2621	26868	24368
2622	26876	24356
2623	26884	24343
2624	26891	24330
2625	26898	24317
2626	26906	24305
2627	26914	24292
2628	26921	24279
2629	26928	24266
2630	26936	24254
2631	26943	24241
2632	26950	24228
2633	26958	24215
2634	26965	24202
2635	26973	24190
2636	26986	24182
2637	26995	24170
2638	27002	24157
2639	27009	24144
2640	27017	24132
2641	27024	24119
2642	27031	24106
2643	27038	24093
2644	27046	24081
2645	27056	24070
2646	27065	24059
2647	27074	24047
2648	27081	24034
2649	27088	24022
2650	27096	24009
2651	27103	23996
2652	27111	23984
2653	27118	23971
2654	27125	23958
2655	27133	23945
2656	27140	23932
2657	27147	23919
2658	27154	23906
2659	27160	23893
2660	27167	23880
2661	27174	23867
2662	27181	23854
2663	27188	23841
2664	27195	23828
2665	27202	23815
2666	27210	23802
2667	27217	23789
2668	27224	23777
2669	27231	23764
2670	27238	23751
2671	27245	23738
2672	27252	23725
2673	27260	23712
2674	27267	23699
2675	27277	23689
2676	27286	23678
2677	27294	23666
2678	27302	23654
2679	27311	23642
2680	27318	23629
2681	27325	23616
2682	27332	23603
2683	27339	23591
2684	27347	23578
2685	27355	23566
2686	27362	23553
2687	27369	23540
2688	27376	23528
2689	27383	23514
2690	27390	23502
2691	27397	23489
2692	27404	23476
2693	27411	23463
2694	27421	23453
2695	27429	23441
2696	27436	23428
2697	27442	23414
2698	27449	23402
2699	27456	23388
2700	27463	23375
2701	27470	23363
2702	27477	23350
2703	27484	23337
2704	27491	23324
2705	27506	23318
2706	27515	23307
2707	27524	23296
2708	27531	23283
2709	27539	23271
2710	27546	23258
2711	27553	23245
2712	27560	23233
2713	27567	23220
2714	27574	23207
2715	27581	23194
2716	27590	23182
2717	27596	23170
2718	27604	23157
2719	27611	23145
2720	27621	23135
2721	27628	23122
2722	27635	23109
2723	27642	23096
2724	27649	23083
2725	27656	23070
2726	27663	23057
2727	27670	23045
2728	27677	23032
2729	27684	23019
2730	27692	23007
2731	27698	22994
2732	27706	22982
2733	27713	22969
2734	27721	22957
2735	27730	22946
2736	27740	22936
2737	27748	22924
2738	27756	22912
2739	27763	22899
2740	27770	22886
2741	27777	22874
2742	27785	22862
2743	27792	22849
2744	27799	22836
2745	27806	22824
2746	27813	22811
2747	27819	22798
2748	27826	22785
2749	27834	22773
2750	27841	22760
2751	27847	22747
2752	27855	22735
2753	27862	22723
2754	27870	22710
2755	27876	22697
2756	27884	22685
2757	27891	22673
2758	27898	22660
2759	27905	22648
2760	27912	22635
2761	27919	22622
2762	27926	22610
2763	27933	22597
2764	27940	22584
2765	27949	22574
2766	27958	22562
2767	27968	22552
2768	27975	22540
2769	27984	22528
2770	27991	22516
2771	27998	22503
2772	28005	22491
2773	28012	22478
2774	28019	22465
2775	28026	22453
2776	28033	22440
2777	28040	22428
2778	28047	22415
2779	28054	22403
2780	28061	22390
2781	28069	22379
2782	28077	22367
2783	28084	22354
2784	28092	22342
2785	28099	22330
2786	28106	22317
2787	28113	22305
2788	28120	22293
2789	28129	22281
2790	28137	22270
2791	28145	22258
2792	28152	22245
2793	28159	22233
2794	28167	22221
2795	28178	22212
2796	28188	22201
2797	28196	22190
2798	28204	22178
2799	28211	22166
2800	28218	22153
2801	28225	22141
2802	28233	22129
2803	28240	22116
2804	28247	22104
2805	28254	22092
2806	28261	22079
2807	28268	22067
2808	28276	22055
2809	28284	22043
2810	28291	22031
2811	28298	22018
2812	28305	22006
2813	28313	21994
2814	28320	21982
2815	28327	21970
2816	28334	21957
2817	28342	21945
2818	28349	21933
2819	28356	21920
2820	28363	21908
2821	28371	21896
2822	28378	21884
2823	28385	21872
2824	28393	21860
2825	28403	21850
2826	28413	21840
2827	28422	21829
2828	28429	21817
2829	28437	21805
2830	28444	21792
2831	28451	21780
2832	28458	21768
2833	28466	21756
2834	28473	21744
2835	28480	21732
2836	28488	21720
2837	28495	21707
2838	28502	21695
2839	28510	21684
2840	28518	21672
2841	28525	21660
2842	28532	21647
2843	28539	21635
2844	28546	21623
2845	28554	21611
2846	28561	21598
2847	28569	21587
2848	28576	21575
2849	28583	21563
2850	28591	21551
2851	28601	21541
2852	28608	21528
2853	28615	21516
2854	28625	21506
2855	28634	21496
2856	28643	21485
2857	28651	21473
2858	28658	21461
2859	28666	21449
2860	28673	21437
2861	28681	21425
2862	28688	21413
2863	28695	21401
2864	28702	21389
2865	28710	21377
2866	28717	21365
2867	28724	21353
2868	28731	21340
2869	28738	21328
2870	28746	21316
2871	28753	21304
2872	28760	21292
2873	28768	21281
2874	28775	21268
2875	28782	21256
2876	28789	21244
2877	28797	21232
2878	28804	21220
2879	28811	21208
2880	28818	21196
2881	28826	21184
2882	28834	21173
2883	28842	21161
2884	28851	21151
2885	28863	21142
2886	28871	21131
2887	28879	21119
2888	28886	21107
2889	28893	21095
2890	28900	21083
2891	28907	21070
2892	28914	21059
2893	28922	21046
2894	28930	21035
2895	28960	21040
2896	28974	21033
2897	28988	21026
2898	29004	21020
2899	29021	21015
2900	29033	21007
2901	29064	21011
2902	29102	21022
2903	29130	21025
2904	29147	21020
2905	29161	21012
2906	29173	21004
2907	29186	20996
2908	29199	20989
2909	29213	20981
2910	29226	20973
2911	29237	20964
2912	29251	20957
2913	29266	20950
2914	29287	20948
2915	29301	20941
2916	29316	20934
2917	29329	20926
2918	29341	20918
2919	29352	20908
2920	29361	20897
2921	29388	20899
2922	29429	20911
2923	29440	20902
2924	29447	20890
2925	29454	20877
2926	29461	20865
2927	29469	20853
2928	29476	20841
2929	29483	20829
2930	29490	20817
2931	29500	20807
2932	29511	20797
2933	29519	20786
2934	29528	20775
2935	29537	20764
2936	29545	20753
2937	29552	20741
2938	29559	20728
2939	29566	20716
2940	29573	20704
2941	29580	20692
2942	29588	20680
2943	29595	20668
2944	29603	20657
2945	29610	20645
2946	29617	20633
2947	29625	20621
2948	29633	20609
2949	29640	20597
2950	29647	20585
2951	29654	20573
2952	29661	20561
2953	29669	20549
2954	29676	20537
2955	29683	20525
2956	29690	20513
2957	29699	20502
2958	29706	20490
2959	29713	20478
2960	29722	20467
2961	29732	20457
2962	29742	20447
2963	29750	20435
2964	29757	20423
2965	29766	20412
2966	29773	20400
2967	29780	20388
2968	29787	20376
2969	29795	20365
2970	29803	20353
2971	29810	20341
2972	29817	20329
2973	29824	20317
2974	29831	20305
2975	29839	20293
2976	29846	20281
2977	29853	20269
2978	29860	20257
2979	29867	20245
2980	29874	20233
2981	29882	20221
2982	29889	20210
2983	29897	20198
2984	29904	20186
2985	29911	20174
2986	29918	20162
2987	29927	20151
2988	29934	20139
2989	29941	20128
2990	29951	20118
2991	29961	20107
2992	29969	20096
2993	29977	20084
2994	29984	20073
2995	29993	20062
2996	30000	20050
2997	30007	20038
2998	30014	20026
2999	30021	20014
3000	30029	20002
3001	30036	19990
3002	30052	19985
3003	30073	19982
3004	30090	19976
3005	30102	19968
3006	30115	19959
3007	30128	19951
3008	30140	19943
3009	30152	19934
3010	30165	19926
3011	30190	19926
3012	30205	19919
3013	30217	19911
3014	30231	19903
3015	30244	19895
3016	30257	19887
3017	30270	19879
3018	30284	19872
3019	30300	19866
3020	30316	19859
3021	30328	19851
3022	30341	19842
3023	30353	19834
3024	30366	19826
3025	30378	19817
3026	30393	19810
3027	30413	19807
3028	30431	19801
3029	30443	19793
3030	30456	19785
3031	30468	19776
3032	30483	19769
3033	30496	19761
3034	30509	19753
3035	30521	19744
3036	30550	19746
3037	30566	19740
3038	30573	19728
3039	30581	19717
3040	30588	19705
3041	30595	19693
3042	30603	19681
3043	30610	19669
3044	30617	19657
3045	30625	19646
3046	30635	19636
3047	30644	19625
3048	30653	19614
3049	30660	19602
3050	30668	19591
3051	30675	19579
3052	30683	19567
3053	30690	19555
3054	30697	19543
3055	30704	19531
3056	30711	19519
3057	30719	19508
3058	30726	19496
3059	30733	19484
3060	30740	19472
3061	30748	19461
3062	30755	19449
3063	30763	19437
3064	30770	19426
3065	30778	19414
3066	30785	19403
3067	30792	19391
3068	30800	19379
3069	30807	19367
3070	30814	19355
3071	30821	19343
3072	30828	19331
3073	30835	19319
3074	30842	19307
3075	30851	19297
3076	30860	19286
3077	30870	19276
3078	30878	19265
3079	30886	19253
3080	30893	19241
3081	30900	19230
3082	30907	19218
3083	30914	19206
3084	30922	19194
3085	30929	19183
3086	30936	19171
3087	30943	19159
3088	30950	19147
3089	30958	19135
3090	30965	19124
3091	30973	19113
3092	30981	19101
3093	30988	19089
3094	30995	19078
3095	31003	19066
3096	31010	19054
3097	31017	19043
3098	31024	19031
3099	31032	19020
3100	31043	19010
3101	31053	19000
3102	31063	18990
3103	31073	18980
3104	31082	18969
3105	31092	18959
3106	31100	18948
3107	31107	18936
3108	31115	18925
3109	31122	18913
3110	31129	18901
3111	31136	18889
3112	31143	18878
3113	31150	18866
3114	31157	18854
3115	31165	18843
3116	31173	18832
3117	31180	18820
3118	31187	18808
3119	31195	18797
3120	31202	18785
3121	31209	18773
3122	31217	18762
3123	31224	18750
3124	31231	18739
3125	31239	18727
3126	31246	18715
3127	31253	18704
3128	31260	18692
3129	31268	18681
3130	31275	18669
3131	31281	18657
3132	31289	18645
3133	31297	18634
3134	31306	18624
3135	31316	18614
3136	31324	18603
3137	31332	18591
3138	31339	18579
3139	31346	18568
3140	31353	18556
3141	31361	18545
3142	31368	18533
3143	31375	18522
3144	31383	18510
3145	31390	18499
3146	31397	18487
3147	31404	18475
3148	31412	18464
3149	31419	18452
3150	31426	18441
3151	31434	18429
3152	31441	18418
3153	31448	18406
3154	31455	18394
3155	31463	18383
3156	31470	18372
3157	31477	18360
3158	31485	18348
3159	31494	18338
3160	31501	18327
3161	31509	18315
3162	31516	18303
3163	31526	18294
3164	31535	18283
3165	31544	18273
3166	31552	18261
3167	31560	18250
3168	31567	18239
3169	31574	18227
3170	31581	18216
3171	31589	18204
3172	31596	18192
3173	31603	18181
3174	31610	18169
3175	31617	18158
3176	31625	18146
3177	31632	18135
3178	31639	18123
3179	31646	18112
3180	31655	18101
3181	31661	18089
3182	31669	18078
3183	31676	18066
3184	31683	18055
3185	31690	18043
3186	31698	18032
3187	31705	18020
3188	31712	18009
3189	31720	17997
3190	31728	17987
3191	31735	17975
3192	31743	17964
3193	31754	17955
3194	31762	17944
3195	31771	17933
3196	31779	17922
3197	31787	17911
3198	31794	17900
3199	31801	17888
3200	31809	17877
3201	31816	17865
3202	31823	17854
3203	31830	17842
3204	31838	17831
3205	31845	17819
3206	31853	17809
3207	31861	17797
3208	31868	17786
3209	31875	17774
3210	31883	17763
3211	31890	17752
3212	31897	17740
3213	31904	17729
3214	31911	17717
3215	31918	17706
3216	31926	17694
3217	31933	17683
3218	31940	17672
3219	31948	17661
3220	31956	17649
3221	31963	17638
3222	31970	17627
3223	31980	17616
3224	31989	17606
