iter	RMSE
237	0.1484892757
238	0.1482355632
239	0.1479722487
240	0.1476541437
241	0.1473709746
242	0.1471381511
243	0.1469034343
244	0.1466382011
245	0.1463501056
246	0.1460368515
247	0.1457401952
248	0.1454924752
249	0.1452773932
250	0.1450500878
251	0.1447880054
252	0.1445060854
253	0.1442286407
254	0.1439896254
255	0.143709638
256	0.1434570678
257	0.1432191458
258	0.1429646184
259	0.1427531238
260	0.1425002726
261	0.1422758505
262	0.1420106396
263	0.1418198757
264	0.1415707854
265	0.1413480466
266	0.1411247042
267	0.1408883535
268	0.1406657833
269	0.1404513242
270	0.1402091436
271	0.1399710508
272	0.1397477336
273	0.1395281764
274	0.1393335231
275	0.1390583845
276	0.1388206068
277	0.1385962221
278	0.1383621763
279	0.1381032563
280	0.1378554775
281	0.1376734598
282	0.1374358333
283	0.1372499457
284	0.1370126704
285	0.1367968686
286	0.1365749921
287	0.1363726103
288	0.1361923281
289	0.1360027403
290	0.1358161742
291	0.1356454159
292	0.1354107426
293	0.1351843353
294	0.1349761724
295	0.1347637636
296	0.1345536321
297	0.1343868158
298	0.1341964826
299	0.1340382882
300	0.1338669138
301	0.1336898421
302	0.1335133284
303	0.1333215356
304	0.1331560511
305	0.132936144
306	0.1328024094
307	0.1326485169
308	0.1324767136
309	0.1322828327
310	0.1320996613
311	0.1319183691
312	0.1317798037
313	0.1315921297
314	0.1313892407
315	0.1312327082
316	0.131097454
317	0.130911771
318	0.130721878
319	0.1305507663
320	0.1303584627
321	0.1301881511
322	0.1300191717
323	0.1298912456
324	0.1297002876
325	0.1295141034
326	0.1293666073
327	0.1291871152
328	0.1290521314
329	0.1288963859
330	0.1287498012
331	0.1286004678
332	0.1284374246
333	0.1282888649
334	0.1281387798
335	0.1280240943
336	0.1278547245
337	0.1276924084
338	0.1275328765
339	0.1273941866
340	0.1272650121
341	0.1271032852
342	0.1269514278
343	0.1267984149
344	0.1266636406
345	0.1265791228
346	0.1264281453
347	0.1263175734
348	0.1261655448
349	0.1260164072
350	0.1258647964
351	0.1257302935
352	0.1255891568
353	0.1254554062
354	0.125279498
355	0.1251257667
356	0.125002483
357	0.1248700615
358	0.1247270134
359	0.1246067196
360	0.1244980105
361	0.1244099773
362	0.1243107154
363	0.1242276751
364	0.1240779092
365	0.1239535128
366	0.1238251861
367	0.1236919966
368	0.1235703727
369	0.1234410913
370	0.123301162
371	0.1231901448
372	0.1230457896
373	0.122929637
374	0.1228090084
375	0.1227128559
376	0.1225763596
377	0.1224562788
378	0.1223413055
379	0.1222123164
380	0.1220871907
381	0.1219432417
382	0.1217968235
383	0.1217031436
384	0.1215868201
385	0.1214497198
386	0.1213423755
387	0.1212429588
388	0.1211247931
389	0.1210345522
390	0.1209058884
391	0.1207928122
392	0.1206814585
393	0.1205432213
394	0.1204209023
395	0.1203049542
396	0.1201794419
397	0.1200995663
398	0.1200253628
399	0.1199210914
400	0.1197762558
401	0.1196906125
402	0.1195756843
403	0.1194763615
404	0.1193970932
405	0.1192990268
406	0.1191776419
407	0.1190674247
408	0.1189664273
409	0.1188349495
410	0.1187133497
411	0.1186348405
412	0.118514998
413	0.1184216732
414	0.1183542018
415	0.1182508837
416	0.1181870884
417	0.1181187581
418	0.1179971341
419	0.1178752169
420	0.1177662799
421	0.1176735144
422	0.1175441154
423	0.1174375598
424	0.1173678251
425	0.1172528372
426	0.1171715033
427	0.1171019099
428	0.1169880355
429	0.1168929916
430	0.1168075831
431	0.1167194833
432	0.116601705
433	0.1164584313
434	0.11635298
435	0.1162785318
436	0.1161877243
437	0.1160932292
438	0.1159789312
439	0.1159110265
440	0.1158039683
441	0.1157049327
442	0.1156218435
443	0.1155438725
444	0.1154238338
445	0.1153125587
446	0.1152421861
447	0.1151396169
448	0.1150249672
449	0.1149421605
450	0.11483175
451	0.1147506214
452	0.1146352666
453	0.114562599
454	0.1144493063
455	0.1143641193
456	0.114304095
457	0.1141869588
458	0.1141018949
459	0.1140106647
460	0.1139297406
461	0.1138426122
462	0.1137521382
463	0.1136494694
464	0.11354751
465	0.1134423789
466	0.1133248949
467	0.1132556956
468	0.1131662575
469	0.1130707961
470	0.1129735144
471	0.112893295
472	0.1128121553
473	0.1126987418
474	0.1126019816
475	0.1124841361
476	0.1124142177
477	0.1123529312
478	0.1122684506
479	0.1121974973
480	0.112126129
481	0.1120367761
482	0.1119413919
483	0.1118686933
484	0.1117922675
485	0.1116741097
486	0.1115807307
487	0.1115002446
488	0.1114315534
489	0.1113243372
490	0.1112229176
491	0.1111486964
492	0.1110661223
493	0.110975347
494	0.1109002764
495	0.1108205442
496	0.1107408936
497	0.1106315652
498	0.1105443973
499	0.1104848784
500	0.1104097258
501	0.1103381548
502	0.1102748878
503	0.1101998762
504	0.1101392327
505	0.1100208356
506	0.1099533752
507	0.1098748075
508	0.1098126381
509	0.1097292821
510	0.1096353291
511	0.1095737611
512	0.1094798316
513	0.109423727
514	0.1093556312
515	0.1092750708
516	0.109169399
517	0.1091036863
518	0.1090198069
519	0.1089325458
520	0.1088312379
521	0.1087814535
522	0.1086898655
523	0.1086105315
524	0.1085243322
525	0.1084407795
526	0.1083633003
527	0.108270623
528	0.1081846107
529	0.108132365
530	0.1080592695
531	0.1080054721
532	0.1079120214
533	0.1078394007
534	0.1077924187
535	0.1076945766
536	0.1075904301
537	0.1075159264
538	0.1074252751
539	0.1073483107
540	0.1072631593
541	0.1072145119
542	0.1071486347
543	0.1070758819
544	0.106964043
545	0.1068777199
546	0.1067980402
547	0.1066802035
548	0.1065876629
549	0.1065192255
550	0.1064193511
551	0.1063560158
552	0.1062659095
553	0.1062034162
554	0.1061183972
555	0.1060419027
556	0.1059837518
557	0.1059207162
558	0.1058409631
559	0.105744307
560	0.1056614309
561	0.1055530234
562	0.10546804
563	0.1053947459
564	0.1052978138
565	0.1052107083
566	0.1051552864
567	0.1050892468
568	0.1050497755
569	0.1049655327
570	0.1048837353
571	0.1048067961
572	0.1047462526
573	0.1046717672
574	0.1046193951
575	0.1045349664
576	0.1044564525
577	0.1044041316
578	0.1043386575
579	0.104257045
580	0.1041867604
581	0.1040957439
582	0.104029225
583	0.1039775689
584	0.1039245772
585	0.1038747986
586	0.1038018055
587	0.1037412168
588	0.1036707049
589	0.1036042048
590	0.1035318439
591	0.1034486567
592	0.1033994408
593	0.1033185922
594	0.103236534
595	0.1031588979
596	0.1030796635
597	0.1030082149
598	0.1029436865
599	0.1028771788
600	0.1028277649
601	0.1027654569
602	0.1027019341
603	0.1026170816
604	0.1025278791
605	0.1024755909
606	0.1023989242
607	0.1023319005
608	0.102217935
609	0.1021585934
610	0.1020901198
611	0.1020359695
612	0.1019511961
613	0.1018918901
614	0.1018105768
615	0.1017582905
616	0.1017098857
617	0.1016455451
618	0.1015769485
619	0.1015318603
620	0.1014493794
621	0.1013581664
622	0.10132302
623	0.1012374595
624	0.101193084
625	0.1011282828
626	0.1010588057
627	0.1009955175
628	0.1009165245
629	0.1008540544
630	0.1007976808
631	0.1007416383
632	0.1006807109
633	0.1006127146
634	0.1005449216
635	0.1004714262
636	0.1004180959
637	0.1003423116
638	0.100271427
639	0.100198631
640	0.1001326784
641	0.1000519547
642	0.09998458995
643	0.09991746221
644	0.09984250446
645	0.09978162844
646	0.0997268699
647	0.09965055438
648	0.0995953626
649	0.09951758057
650	0.09945239621
651	0.09936631199
652	0.09930774847
653	0.09924097917
654	0.0991732923
655	0.0991054438
656	0.09903775241
657	0.09897262015
658	0.09886708729
659	0.09878323277
660	0.09873069789
661	0.0986633155
662	0.09861833319
663	0.09857123892
664	0.09849860391
665	0.0984468952
666	0.09835692947
667	0.09831893539
668	0.09825350887
669	0.09821989707
670	0.09815363656
671	0.09808153812
672	0.09801848197
673	0.09793698122
674	0.09787728642
675	0.097796047
676	0.09773439707
677	0.09767976481
678	0.0976224847
679	0.09752178624
680	0.0974580037
681	0.09740140955
682	0.09732557676
683	0.09726782043
684	0.09719791161
685	0.09714641136
686	0.09707431134
687	0.09701173786
688	0.09691582358
689	0.09683068331
690	0.09678209883
691	0.09672354555
692	0.09665964211
693	0.09661375506
694	0.09656164656
695	0.09647481299
696	0.09643188019
697	0.09635251766
698	0.09627714287
699	0.0962188032
700	0.09615206838
701	0.09610226387
702	0.09603168032
703	0.09596705836
704	0.09590731595
705	0.09582563277
706	0.09576055966
707	0.0957131301
708	0.09563466571
709	0.09558461347
710	0.0955531277
711	0.09548527759
712	0.0954278292
713	0.09538571897
714	0.09533697006
715	0.09526362615
716	0.09519783723
717	0.09514751126
718	0.09508578423
719	0.09505279961
720	0.0949704605
721	0.09490498901
722	0.09483150036
723	0.09477598465
724	0.09472213639
725	0.09465113433
726	0.09459558207
727	0.09453379571
728	0.09444996161
729	0.09436743591
730	0.09429614873
731	0.0942331222
732	0.09414459403
733	0.09407648663
734	0.09401789561
735	0.0939795435
736	0.09391526939
737	0.09385923905
738	0.09378690046
739	0.09374483257
740	0.0936787363
741	0.09360340748
742	0.09355074084
743	0.09350204243
744	0.09343539448
745	0.09336747519
746	0.09329941193
747	0.09323721017
748	0.09320106303
749	0.09316439369
750	0.0931127803
751	0.09305237904
752	0.09298409806
753	0.0929603768
754	0.09288722193
755	0.09282219565
756	0.09277709101
757	0.09269120292
758	0.09265439061
759	0.09258586186
760	0.0925327717
761	0.09246042186
762	0.09239331351
763	0.09236005896
764	0.09230025827
765	0.09224440205
766	0.09219911383
767	0.0921396701
768	0.09209389826
769	0.09202637896
770	0.09194856264
771	0.09189017678
772	0.09182373674
773	0.09177537052
774	0.09171205241
775	0.09163738025
776	0.09158235529
777	0.09153109933
778	0.09145511698
779	0.0914191689
780	0.09135707651
781	0.09129162584
782	0.09124136925
783	0.09117923597
784	0.09111539517
785	0.09106949329
786	0.09101260944
787	0.09099096107
788	0.09093417597
789	0.09087710684
790	0.09079358381
791	0.09073858933
792	0.09069672336
793	0.09063007767
794	0.09056842824
795	0.09051157428
796	0.09048837132
797	0.09044838718
798	0.09038501153
799	0.09034618543
800	0.09028451477
801	0.09024384714
802	0.09018937478
803	0.09012875669
804	0.09006582188
805	0.09000588734
806	0.08997050014
807	0.08994722589
808	0.08987148399
809	0.08982109077
810	0.08976792612
811	0.0896993854
812	0.089633084
813	0.08958671006
814	0.08955281449
815	0.08949567904
816	0.08942446576
817	0.08935872484
818	0.08932356549
819	0.08924717857
820	0.08923032737
821	0.08916004733
822	0.08908705608
823	0.08903410621
824	0.0890051793
825	0.08893670916
826	0.08887682406
827	0.08883110758
828	0.08876742165
829	0.08872487703
830	0.08867597798
831	0.08863418062
832	0.08855911542
833	0.08851056501
834	0.08847911797
835	0.08841402975
836	0.08834687765
837	0.08828781967
838	0.08824722246
839	0.08819665009
840	0.08813672763
841	0.08807973042
842	0.08802732657
843	0.08796258854
844	0.08790130019
845	0.08785116422
846	0.08778799988
847	0.08775388498
848	0.08770824746
849	0.08763115779
850	0.08759367352
851	0.08753711841
852	0.08749658698
853	0.08744037643
854	0.08738076236
855	0.08733311977
856	0.08728457571
857	0.0872296103
858	0.0871909811
859	0.08715914108
860	0.08712709618
861	0.08708195389
862	0.08703520263
863	0.08698177919
864	0.0869340258
865	0.08691521391
866	0.08685999091
867	0.08680434893
868	0.08676581355
869	0.08673442841
870	0.08667920188
871	0.08660271175
872	0.08654529396
873	0.08649743424
874	0.08647520096
875	0.08641552374
876	0.08638425017
877	0.08633857197
878	0.08628592123
879	0.08622295736
880	0.08616987134
881	0.08611444483
882	0.08607102394
883	0.08604398086
884	0.08598484023
885	0.08596673047
886	0.08591478244
887	0.08584795876
888	0.08580429611
889	0.08574817697
890	0.08570552163
891	0.08563416824
892	0.08560149657
893	0.08555219591
894	0.08553475049
895	0.08547451169
896	0.08540565726
897	0.08535653626
898	0.0853052708
899	0.08527636372
900	0.08522419841
901	0.08517541542
902	0.08512651644
903	0.08507702631
904	0.08503240242
905	0.08497134586
906	0.08495162052
907	0.08489339228
908	0.08483736322
909	0.08478325267
910	0.08471162875
911	0.0846478546
912	0.08459031514
913	0.0845449979
914	0.08452378612
915	0.08448279442
916	0.0844314652
917	0.08436298354
918	0.08434220998
919	0.08427959266
920	0.08424140686
921	0.08418770001
922	0.08414346638
923	0.08410071941
924	0.08405269913
925	0.08400750079
926	0.08395430294
927	0.08393354217
928	0.08388413159
929	0.08387060896
930	0.08381242748
931	0.08376365173
932	0.08372243044
933	0.08367578514
934	0.08365710831
935	0.08360349261
936	0.08354613591
937	0.0835169318
938	0.08345726845
939	0.08340916065
940	0.08336397802
941	0.08335343838
942	0.08331415287
943	0.08326319113
944	0.08322736212
945	0.08317173635
946	0.08311480247
947	0.08304800342
948	0.0830007235
949	0.08295209329
950	0.08290366875
951	0.08284606907
952	0.08283292814
953	0.08279149011
954	0.08274515291
955	0.08269492987
956	0.08266295417
957	0.08262951062
958	0.0826173406
959	0.08257592676
960	0.08254284323
961	0.0825006528
962	0.08245221832
963	0.08240097227
964	0.08233555913
965	0.08227795737
966	0.08224247416
967	0.0822196594
968	0.08217341437
969	0.08214625704
970	0.08212556788
971	0.08210002679
972	0.0820354218
973	0.08200758555
974	0.08199663603
975	0.08195168403
976	0.08188791678
977	0.08186375111
978	0.08181766701
979	0.08177018632
980	0.08172227445
981	0.08167288605
982	0.08162318453
983	0.08159820348
984	0.08153534675
985	0.08149006359
986	0.08146377051
987	0.08142399407
988	0.08139966084
989	0.08136112194
990	0.0813102994
991	0.08126536616
992	0.08125174928
993	0.08120639018
994	0.08116573762
995	0.08110867303
996	0.08109900481
997	0.08106754473
998	0.08104879083
999	0.08101057269
1000	0.08096115958
1001	0.08092658662
1002	0.08089574153
1003	0.08084414896
1004	0.08077945544
1005	0.08074325503
1006	0.08073376781
1007	0.08067987266
1008	0.08064787018
1009	0.08060457926
1010	0.08055959821
1011	0.08053293871
1012	0.0804855249
1013	0.08045207989
1014	0.08040330476
1015	0.08039400064
1016	0.08038430561
1017	0.08033920496
1018	0.0803000826
1019	0.0802539645
1020	0.08022002676
1021	0.08016911625
1022	0.08011911597
1023	0.08009395334
1024	0.08006320456
1025	0.08000891191
1026	0.07996517614
1027	0.07995073521
1028	0.07991517516
1029	0.07987538815
1030	0.07983169382
1031	0.07980132151
1032	0.07977126949
1033	0.07975559743
1034	0.07973264846
1035	0.07970085539
1036	0.07966811245
1037	0.07963904266
1038	0.07962356831
1039	0.07957694255
1040	0.0795375602
1041	0.07949603307
1042	0.07945489561
1043	0.0794108123
1044	0.07935091334
1045	0.07930459623
1046	0.07926212418
1047	0.07921499916
1048	0.0791740006
1049	0.07915060162
1050	0.07910505979
1051	0.07906382477
1052	0.07902908703
1053	0.0789811286
1054	0.07893962877
1055	0.078893134
1056	0.07883795813
1057	0.07878683617
1058	0.07874072333
1059	0.07871603719
1060	0.07867436491
1061	0.07863675299
1062	0.07859856105
1063	0.07856594541
1064	0.07852796817
1065	0.07851738109
1066	0.0784707685
1067	0.07843232414
1068	0.07839186194
1069	0.07833377309
1070	0.07831570098
1071	0.07827493846
1072	0.07826319973
1073	0.07822362098
1074	0.07817337209
1075	0.07812730104
1076	0.07810023156
1077	0.07804642161
1078	0.07798905533
1079	0.07797951159
1080	0.07797005319
1081	0.07792803768
1082	0.07789787419
1083	0.07787068566
1084	0.07783769909
1085	0.07780468755
1086	0.07778472
1087	0.07773455366
1088	0.07772378168
1089	0.07768348145
1090	0.07764583104
1091	0.07760183074
1092	0.077586523
1093	0.07755269475
1094	0.07751280782
1095	0.07749387229
1096	0.07747137153
1097	0.07742500848
1098	0.0773922059
1099	0.07736690981
1100	0.07732915717
1101	0.07730723436
1102	0.07724916656
1103	0.07719646561
1104	0.07717539452
1105	0.07711090294
1106	0.07706926382
1107	0.07705467542
1108	0.07701665883
1109	0.07697837726
1110	0.076938697
1111	0.07691162794
1112	0.07687838079
1113	0.07682547876
1114	0.07679145341
1115	0.07676698923
1116	0.07672135888
1117	0.07667056989
1118	0.0766222245
1119	0.07657288502
1120	0.07651887404
1121	0.07648041148
1122	0.07643091862
1123	0.07640546909
1124	0.07636198452
1125	0.07631131939
1126	0.07627475931
1127	0.07625576165
1128	0.07623648701
1129	0.07618708221
1130	0.07613531636
1131	0.07609028487
1132	0.07606728004
1133	0.0760192028
1134	0.07598821647
1135	0.07596633683
1136	0.07592284073
1137	0.0758672074
1138	0.07582990916
1139	0.0757792035
1140	0.07573721681
1141	0.07570907117
1142	0.07569042364
1143	0.07567516046
1144	0.07563546093
1145	0.07557855559
1146	0.0755329081
1147	0.07551674413
1148	0.07548710539
1149	0.07544245111
1150	0.07540616405
1151	0.07537015993
1152	0.07532963288
1153	0.07531242966
1154	0.07527006753
1155	0.07522117352
1156	0.07519999621
1157	0.0751634477
1158	0.07513055789
1159	0.07509870073
1160	0.07504181304
1161	0.07500631174
1162	0.07497054224
1163	0.07493452448
1164	0.07491095289
1165	0.07486876133
1166	0.07482244471
1167	0.0748031753
1168	0.07476888631
1169	0.0747230241
1170	0.07468225604
1171	0.07464428581
1172	0.07461059395
1173	0.07455353837
1174	0.07451837861
1175	0.07450914982
1176	0.07446305501
1177	0.07442449473
1178	0.07438337684
1179	0.07433810434
1180	0.07430133248
1181	0.07427454239
1182	0.0742460083
1183	0.07421569353
1184	0.0741747146
1185	0.07413986493
1186	0.07411305016
1187	0.0740890769
1188	0.07405105293
1189	0.07403200763
1190	0.0739925862
1191	0.07395843683
1192	0.07392133259
1193	0.07388685915
1194	0.0738447423
1195	0.0738205904
1196	0.07377731658
1197	0.07376312418
1198	0.073747499
1199	0.07372032175
1200	0.0736869665
1201	0.07365552484
1202	0.07360410943
1203	0.07356499863
1204	0.07353974409
1205	0.07350054724
1206	0.07347105758
1207	0.0734499329
1208	0.07341898311
1209	0.07339899475
1210	0.07334867095
1211	0.07332506996
1212	0.07329192399
1213	0.07325823629
1214	0.07325062615
1215	0.07321071967
1216	0.07318001022
1217	0.07316791478
1218	0.0731363565
1219	0.07310908333
1220	0.07306238892
1221	0.07302106552
1222	0.07299978584
1223	0.07296393397
1224	0.07295600508
1225	0.07291983653
1226	0.07287144087
1227	0.07285193596
1228	0.07281781547
1229	0.07278334751
1230	0.07274863047
1231	0.07272170583
1232	0.07268647217
1233	0.07265064736
1234	0.07259652045
1235	0.07254548508
1236	0.07252606841
1237	0.07249353964
1238	0.07244258439
1239	0.07243528058
1240	0.07241383755
1241	0.07237196682
1242	0.07233760448
1243	0.0723272517
1244	0.07229235866
1245	0.0722474211
1246	0.07223974692
1247	0.07220738884
1248	0.07217269638
1249	0.07213864557
1250	0.07210012007
1251	0.07206869221
1252	0.07202401492
1253	0.07199135223
1254	0.07196021286
1255	0.07194066608
1256	0.07190542474
1257	0.07187062829
1258	0.07183803049
1259	0.07181138786
1260	0.07176986617
1261	0.07172891629
1262	0.07170159549
1263	0.07166701313
1264	0.07161788214
1265	0.07159257683
1266	0.07153871432
1267	0.0715182584
1268	0.07148591609
1269	0.07145081578
1270	0.07141871149
1271	0.07140907741
1272	0.07137690773
1273	0.07133576093
1274	0.07131106343
1275	0.07126084667
1276	0.07122256133
1277	0.07120847396
1278	0.07118239057
1279	0.07117500881
1280	0.07115766373
1281	0.07112696057
1282	0.07109396625
1283	0.07105535223
1284	0.07103564627
1285	0.07101256848
1286	0.07098308206
1287	0.07096696486
1288	0.07093500464
1289	0.07091748746
1290	0.070877636
1291	0.07085223242
1292	0.07079083937
1293	0.07075686535
1294	0.07072465845
1295	0.07069287963
1296	0.07068415408
1297	0.07065618838
1298	0.07064828265
1299	0.07062233142
1300	0.07059056138
1301	0.07055427659
1302	0.07054421678
1303	0.07053724096
1304	0.07049751073
1305	0.07047702914
1306	0.07042038733
1307	0.07037615808
1308	0.07033097
1309	0.07032405326
1310	0.07031302586
1311	0.07029095863
1312	0.07026937211
1313	0.07023791584
1314	0.07022209174
1315	0.07018808307
1316	0.07014479782
1317	0.07010425492
1318	0.07006879646
1319	0.07005701508
1320	0.07004485848
1321	0.07000165739
1322	0.06996541228
1323	0.06992662467
1324	0.06989337439
1325	0.069865534
1326	0.06983449992
1327	0.069788146
1328	0.06974276731
1329	0.06972758184
1330	0.06972056449
1331	0.06970285057
1332	0.06967231385
1333	0.06964874983
1334	0.06961583372
1335	0.06959539642
1336	0.06956064177
1337	0.06954587797
1338	0.06953282714
1339	0.06949834614
1340	0.0694845664
1341	0.06946627206
1342	0.06942580589
1343	0.06939038794
1344	0.06938282468
1345	0.0693515708
1346	0.06932349554
1347	0.06929205054
1348	0.06926755955
1349	0.06923361651
1350	0.06920992517
1351	0.06920309251
1352	0.06918163179
1353	0.0691618187
1354	0.06913163446
1355	0.06909986856
1356	0.06906080145
1357	0.06904241877
1358	0.06901486622
1359	0.06897306302
1360	0.06896634239
1361	0.06894170416
1362	0.06891850282
1363	0.06891206194
1364	0.06887738687
1365	0.06885144752
1366	0.06882330367
1367	0.06879037819
1368	0.06874787008
1369	0.06870558787
1370	0.06866628217
1371	0.06863350353
1372	0.06861576089
1373	0.06857621877
1374	0.06854342354
1375	0.06850249654
1376	0.06846877358
1377	0.06843196828
1378	0.06840171141
1379	0.06838302698
1380	0.06835314858
1381	0.06831784215
1382	0.06828357053
1383	0.06824694558
1384	0.06820135263
1385	0.0681897386
1386	0.06815516049
1387	0.06811681522
1388	0.06807408775
1389	0.06805912738
1390	0.06802227268
1391	0.06797925497
1392	0.06795700427
1393	0.06791932836
1394	0.06788144672
1395	0.06784460939
1396	0.0678039724
1397	0.06779666337
1398	0.06776343959
1399	0.06773346956
1400	0.06770922567
1401	0.06770161373
1402	0.06767541828
1403	0.06762475456
1404	0.06759514697
1405	0.06756381024
1406	0.06753983037
1407	0.06752035982
1408	0.06749051233
1409	0.067457866
1410	0.06743850165
1411	0.06742125964
1412	0.06741445397
1413	0.06738941822
1414	0.06735709059
1415	0.0673432892
1416	0.06732226508
1417	0.06727491706
1418	0.0672448732
1419	0.06722213019
1420	0.06719646527
1421	0.06715166573
1422	0.06714533811
1423	0.06710283226
1424	0.0670881204
1425	0.06708208005
1426	0.06704024437
1427	0.06701155281
1428	0.06697952076
1429	0.06695578863
1430	0.06694918298
1431	0.0669071205
1432	0.06688327731
1433	0.06683464344
1434	0.06678923101
1435	0.06676117925
1436	0.06675551475
1437	0.06674317695
1438	0.06671821853
1439	0.06668797391
1440	0.06665163587
1441	0.06663122602
1442	0.06658783874
1443	0.06655115969
1444	0.06652835
1445	0.0665005853
1446	0.06649164031
1447	0.06646800192
1448	0.06644068893
1449	0.06642328846
1450	0.06639177769
1451	0.06637171247
1452	0.06633655468
1453	0.0663288536
1454	0.06630061192
1455	0.06626397073
1456	0.0662438962
1457	0.06623244488
1458	0.0661917232
1459	0.06618394161
1460	0.06617440763
1461	0.06616610682
1462	0.0661198028
1463	0.06610697671
1464	0.06608267354
1465	0.06607184058
1466	0.06606496589
1467	0.06602474613
1468	0.06600681456
1469	0.06598263369
1470	0.06597775367
1471	0.06594219824
1472	0.06593688941
1473	0.06590979888
1474	0.06590466039
1475	0.06588285107
1476	0.06587270001
1477	0.06583627241
1478	0.06581887265
1479	0.06579439142
1480	0.06575795597
1481	0.06573133331
1482	0.06572030101
1483	0.06569767908
1484	0.06565783864
1485	0.06563834266
1486	0.06561508561
1487	0.06560937941
1488	0.06559476997
1489	0.06556747058
1490	0.0655351713
1491	0.0655137173
1492	0.06549110222
1493	0.06548435753
1494	0.06547133508
1495	0.06544722378
1496	0.06542970804
1497	0.06540790108
1498	0.06536226915
1499	0.06533606988
1500	0.06530988735
1501	0.06527966963
1502	0.06527313245
1503	0.06524047021
1504	0.06522748241
