iter	Passed	Remaining
368	3622	6194
369	3628	6178
370	3638	6167
371	3643	6150
372	3651	6137
373	3656	6120
374	3661	6102
375	3669	6090
376	3677	6077
377	3687	6067
378	3695	6054
379	3702	6040
380	3708	6024
381	3714	6009
382	3719	5991
383	3723	5973
384	3729	5957
385	3734	5940
386	3739	5923
387	3744	5906
388	3753	5894
389	3757	5877
390	3764	5863
391	3768	5845
392	3773	5827
393	3778	5811
394	3782	5794
395	3787	5776
396	3791	5758
397	3796	5742
398	3800	5725
399	3805	5707
400	3810	5691
401	3816	5676
402	3821	5661
403	3827	5646
404	3833	5631
405	3837	5614
406	3842	5599
407	3849	5585
408	3853	5568
409	3859	5553
410	3863	5536
411	3867	5519
412	3872	5503
413	3880	5493
414	3886	5478
415	3892	5464
416	3896	5448
417	3901	5432
418	3913	5427
419	3918	5411
420	3923	5396
421	3928	5380
422	3932	5364
423	3936	5348
424	3946	5339
425	3954	5328
426	3965	5321
427	3970	5306
428	3974	5290
429	3980	5277
430	3985	5260
431	3989	5244
432	3995	5231
433	3999	5216
434	4003	5200
435	4008	5184
436	4013	5171
437	4018	5155
438	4022	5140
439	4029	5128
440	4038	5118
441	4043	5104
442	4049	5091
443	4055	5078
444	4059	5063
445	4065	5049
446	4071	5037
447	4075	5022
448	4080	5007
449	4086	4995
450	4100	4990
451	4106	4978
452	4110	4963
453	4117	4951
454	4130	4947
455	4135	4933
456	4141	4920
457	4145	4905
458	4149	4890
459	4156	4879
460	4164	4868
461	4170	4856
462	4174	4842
463	4179	4827
464	4183	4813
465	4189	4800
466	4193	4786
467	4197	4772
468	4213	4770
469	4220	4758
470	4224	4744
471	4228	4730
472	4232	4716
473	4238	4703
474	4242	4688
475	4246	4674
476	4253	4663
477	4259	4651
478	4264	4638
479	4269	4625
480	4274	4611
481	4278	4598
482	4283	4585
483	4288	4571
484	4292	4558
485	4297	4544
486	4304	4534
487	4310	4522
488	4316	4510
489	4321	4497
490	4325	4483
491	4329	4470
492	4335	4458
493	4340	4445
494	4345	4433
495	4351	4421
496	4355	4408
497	4359	4394
498	4366	4383
499	4370	4370
500	4375	4357
501	4380	4345
502	4385	4332
503	4389	4319
504	4395	4308
505	4401	4297
506	4405	4284
507	4410	4271
508	4415	4259
509	4419	4246
510	4423	4233
511	4429	4222
512	4433	4209
513	4438	4196
514	4444	4185
515	4450	4174
516	4456	4162
517	4462	4152
518	4466	4139
519	4470	4126
520	4474	4114
521	4479	4102
522	4483	4089
523	4488	4077
524	4496	4068
525	4503	4058
526	4510	4048
527	4514	4035
528	4518	4023
529	4523	4011
530	4529	4000
531	4533	3988
532	4537	3975
533	4544	3965
534	4550	3954
535	4555	3943
536	4561	3932
537	4565	3920
538	4569	3908
539	4577	3898
540	4582	3887
541	4586	3875
542	4594	3866
543	4600	3855
544	4608	3847
545	4613	3836
546	4617	3824
547	4624	3814
548	4630	3804
549	4637	3794
550	4644	3784
551	4649	3773
552	4654	3762
553	4659	3750
554	4663	3739
555	4667	3727
556	4673	3717
557	4677	3705
558	4682	3693
559	4689	3684
560	4695	3674
561	4700	3663
562	4706	3653
563	4711	3641
564	4715	3630
565	4721	3620
566	4725	3608
567	4730	3597
568	4736	3587
569	4741	3576
570	4746	3566
571	4753	3556
572	4757	3545
573	4761	3533
574	4766	3522
575	4771	3512
576	4775	3501
577	4780	3490
578	4788	3481
579	4794	3471
580	4800	3462
581	4805	3451
582	4809	3440
583	4813	3428
584	4819	3419
585	4824	3408
586	4828	3397
587	4836	3388
588	4841	3378
589	4846	3367
590	4852	3357
591	4856	3347
592	4860	3336
593	4866	3326
594	4871	3315
595	4875	3304
596	4881	3295
597	4887	3285
598	4891	3274
599	4897	3264
600	4901	3254
601	4905	3243
602	4910	3232
603	4917	3224
604	4921	3213
605	4927	3203
606	4934	3195
607	4939	3184
608	4943	3173
609	4949	3164
610	4953	3153
611	4958	3143
612	4964	3133
613	4968	3123
614	4972	3112
615	4977	3102
616	4982	3092
617	4986	3082
618	4991	3072
619	4996	3062
620	5000	3052
621	5005	3041
622	5011	3032
623	5015	3022
624	5019	3011
625	5025	3002
626	5030	2992
627	5035	2982
628	5041	2973
629	5046	2963
630	5050	2953
631	5055	2943
632	5061	2934
633	5066	2924
634	5073	2916
635	5080	2907
636	5085	2897
637	5093	2890
638	5097	2879
639	5101	2869
640	5108	2860
641	5112	2850
642	5116	2840
643	5124	2832
644	5129	2823
645	5138	2815
646	5143	2806
647	5147	2796
648	5153	2787
649	5157	2777
650	5161	2767
651	5166	2757
652	5173	2749
653	5178	2739
654	5184	2730
655	5189	2721
656	5193	2711
657	5197	2701
658	5203	2692
659	5207	2682
660	5212	2673
661	5218	2664
662	5222	2654
663	5228	2645
664	5234	2636
665	5238	2627
666	5242	2617
667	5248	2608
668	5252	2598
669	5257	2589
670	5264	2581
671	5271	2573
672	5276	2563
673	5282	2554
674	5286	2545
675	5290	2535
676	5295	2526
677	5300	2517
678	5304	2507
679	5309	2498
680	5317	2490
681	5323	2482
682	5331	2474
683	5336	2465
684	5340	2455
685	5346	2447
686	5351	2437
687	5355	2428
688	5372	2424
689	5376	2415
690	5382	2406
691	5386	2397
692	5390	2388
693	5396	2379
694	5401	2370
695	5405	2361
696	5413	2353
697	5419	2344
698	5423	2335
699	5430	2327
700	5434	2317
701	5438	2308
702	5444	2300
703	5448	2290
704	5453	2282
705	5461	2274
706	5468	2266
707	5473	2257
708	5479	2248
709	5483	2239
710	5487	2230
711	5494	2222
712	5498	2213
713	5502	2204
714	5510	2196
715	5516	2188
716	5520	2179
717	5527	2170
718	5531	2161
719	5535	2152
720	5542	2144
721	5549	2136
722	5557	2129
723	5564	2121
724	5569	2112
725	5577	2105
726	5582	2096
727	5586	2087
728	5593	2079
729	5600	2071
730	5607	2063
731	5612	2054
732	5617	2046
733	5623	2038
734	5628	2029
735	5632	2020
736	5638	2012
737	5642	2003
738	5647	1994
739	5655	1986
740	5662	1979
741	5666	1970
742	5672	1962
743	5677	1953
744	5681	1944
745	5687	1936
746	5691	1927
747	5695	1918
748	5702	1911
749	5707	1902
750	5715	1895
751	5721	1886
752	5726	1878
753	5730	1869
754	5736	1861
755	5740	1852
756	5744	1844
757	5752	1836
758	5757	1828
759	5762	1819
760	5768	1811
761	5774	1803
762	5778	1794
763	5784	1786
764	5788	1778
765	5793	1769
766	5800	1762
767	5806	1753
768	5810	1745
769	5817	1737
770	5824	1729
771	5833	1722
772	5838	1714
773	5846	1707
774	5850	1698
775	5856	1690
776	5865	1683
777	5873	1675
778	5884	1669
779	5889	1661
780	5897	1653
781	5903	1645
782	5917	1639
783	5923	1631
784	5930	1624
785	5934	1615
786	5939	1607
787	5945	1599
788	5949	1591
789	5953	1582
790	5960	1574
791	5966	1566
792	5970	1558
793	5976	1550
794	5980	1542
795	5985	1533
796	5989	1525
797	5995	1517
798	5999	1509
799	6003	1500
800	6010	1493
801	6014	1484
802	6019	1476
803	6025	1468
804	6030	1460
805	6035	1452
806	6043	1445
807	6048	1437
808	6052	1429
809	6060	1421
810	6065	1413
811	6069	1405
812	6077	1397
813	6081	1389
814	6090	1382
815	6097	1374
816	6106	1367
817	6110	1359
818	6114	1351
819	6119	1343
820	6124	1335
821	6128	1327
822	6132	1318
823	6139	1311
824	6143	1303
825	6147	1295
826	6154	1287
827	6160	1279
828	6164	1271
829	6170	1263
830	6174	1255
831	6178	1247
832	6183	1239
833	6188	1231
834	6193	1223
835	6197	1215
836	6203	1208
837	6207	1200
838	6211	1191
839	6217	1184
840	6222	1176
841	6226	1168
842	6231	1160
843	6238	1153
844	6243	1145
845	6247	1137
846	6255	1129
847	6259	1122
848	6263	1114
849	6269	1106
850	6274	1098
851	6278	1090
852	6286	1083
853	6291	1075
854	6295	1067
855	6301	1060
856	6305	1052
857	6311	1044
858	6318	1037
859	6324	1029
860	6337	1023
861	6344	1015
862	6370	1011
863	6385	1005
864	6394	997
865	6406	991
866	6418	984
867	6434	978
868	6442	971
869	6457	964
870	6465	957
871	6472	950
872	6481	942
873	6486	935
874	6492	927
875	6500	920
876	6505	912
877	6514	905
878	6522	897
879	6530	890
880	6535	882
881	6541	875
882	6552	868
883	6561	861
884	6571	853
885	6579	846
886	6585	838
887	6593	831
888	6600	824
889	6606	816
890	6614	809
891	6621	801
892	6629	794
893	6635	786
894	6647	779
895	6652	772
896	6661	764
897	6669	757
898	6686	751
899	6697	744
900	6705	736
901	6717	729
902	6729	722
903	6737	715
904	6747	708
905	6752	700
906	6759	693
907	6764	685
908	6771	677
909	6779	670
910	6784	662
911	6793	655
912	6802	648
913	6812	641
914	6819	633
915	6829	626
916	6836	618
917	6845	611
918	6852	603
919	6860	596
920	6867	589
921	6877	581
922	6883	574
923	6899	567
924	6910	560
925	6916	552
926	6925	545
927	6933	537
928	6943	530
929	6949	523
930	6958	515
931	6964	508
932	6975	500
933	6981	493
934	6992	486
935	6998	478
936	7008	471
937	7015	463
938	7025	456
939	7032	448
940	7039	441
941	7046	433
942	7054	426
943	7062	418
944	7070	411
945	7077	403
946	7086	396
947	7094	389
948	7102	381
949	7109	374
950	7118	366
951	7125	359
952	7131	351
953	7139	344
954	7145	336
955	7153	329
956	7159	321
957	7166	314
958	7173	306
959	7178	299
960	7187	291
961	7193	284
962	7199	276
963	7204	269
964	7209	261
965	7216	253
966	7222	246
967	7228	238
968	7235	231
969	7240	223
970	7246	216
971	7253	208
972	7264	201
973	7274	194
974	7288	186
975	7299	179
976	7307	172
977	7316	164
978	7322	157
979	7330	149
980	7336	142
981	7346	134
982	7354	127
983	7360	119
984	7368	112
985	7375	104
986	7385	97
987	7392	89
988	7401	82
989	7408	74
990	7418	67
991	7427	59
992	7434	52
993	7446	44
994	7455	37
995	7465	29
996	7471	22
997	7483	14
998	7491	7
999	7502	0
