iter	RMSE
426	0.1296479292
427	0.1295562128
428	0.1294385145
429	0.1293350843
430	0.1292460208
431	0.1291437813
432	0.1290393185
433	0.1289143178
434	0.1288027879
435	0.1287142493
436	0.1286085781
437	0.1284968462
438	0.1283778953
439	0.1282844057
440	0.1281802787
441	0.1280855456
442	0.1280125383
443	0.1279207309
444	0.1278098213
445	0.1277168429
446	0.127619762
447	0.1275092284
448	0.1274254751
449	0.127335963
450	0.1272615159
451	0.1271625263
452	0.127048406
453	0.1269517848
454	0.1268398592
455	0.1267495379
456	0.1266265123
457	0.1265479146
458	0.1264469487
459	0.1263918576
460	0.1263132854
461	0.1262488603
462	0.1261702354
463	0.1260827709
464	0.1259995456
465	0.1258993418
466	0.1258031426
467	0.1257118862
468	0.1256415415
469	0.125509841
470	0.1254368784
471	0.1253450572
472	0.1252553074
473	0.1251650812
474	0.1250865743
475	0.1249982303
476	0.1249124218
477	0.1248252237
478	0.1247420304
479	0.1246627612
480	0.1245736583
481	0.1244752766
482	0.1243990028
483	0.1243034086
484	0.1242233711
485	0.1241425009
486	0.1240430715
487	0.1239926449
488	0.1239279013
489	0.1238476954
490	0.1237502026
491	0.123674514
492	0.1236165619
493	0.1235325524
494	0.1234651385
495	0.1233896637
496	0.1232966776
497	0.1232218918
498	0.1231185006
499	0.123032079
500	0.122940133
501	0.1228618994
502	0.122774267
503	0.1227201246
504	0.1226267579
505	0.1225465437
506	0.1224345061
507	0.1223668612
508	0.122277005
509	0.122228403
510	0.1221529101
511	0.122075382
512	0.1220118602
513	0.1219605143
514	0.121881937
515	0.121786697
516	0.1216970861
517	0.1216211627
518	0.1215825237
519	0.1215131637
520	0.1214374841
521	0.1213822879
522	0.1213022608
523	0.1212299876
524	0.1211376399
525	0.1210570386
526	0.1209473313
527	0.1208839467
528	0.1208053546
529	0.1207127133
530	0.1206170603
531	0.1205418327
532	0.1204736308
533	0.1204052251
534	0.1203445089
535	0.1202966534
536	0.1202159215
537	0.1201363453
538	0.1200744316
539	0.1199838258
540	0.119913922
541	0.1198353437
542	0.1197566092
543	0.1197125199
544	0.1196097023
545	0.1195489097
546	0.1194805701
547	0.1194119942
548	0.119337157
549	0.1193056992
550	0.1192221581
551	0.1191469003
552	0.119078312
553	0.1190163649
554	0.118932552
555	0.1188543086
556	0.1188052997
557	0.1187103989
558	0.1186428792
559	0.1185497964
560	0.118485116
561	0.1184283896
562	0.1183762144
563	0.1183194985
564	0.1182676515
565	0.1182005653
566	0.1181097855
567	0.11801191
568	0.1179615948
569	0.1178822612
570	0.117808234
571	0.1177610063
572	0.1176803934
573	0.1176124983
574	0.1175582465
575	0.1175195093
576	0.1174511466
577	0.117389591
578	0.1173218934
579	0.1172396436
580	0.1171949916
581	0.1171252017
582	0.117067875
583	0.1170056083
584	0.1169408232
585	0.1168590856
586	0.1167889027
587	0.1167325914
588	0.1166690584
589	0.1166090444
590	0.1165733447
591	0.1165422891
592	0.1164666995
593	0.1164014449
594	0.1163139079
595	0.1162587771
596	0.1162056369
597	0.1161484017
598	0.1160915311
599	0.1160358497
600	0.1159907298
601	0.1159309537
602	0.1158854863
603	0.1158305378
604	0.1157590538
605	0.1156764311
606	0.1156122542
607	0.1155555727
608	0.1154951194
609	0.1154423169
610	0.1153769205
611	0.1153033261
612	0.1152343534
613	0.1151702306
614	0.1151007682
615	0.1150233592
616	0.1149585145
617	0.1149153975
618	0.1148421446
619	0.1147869467
620	0.1147325945
621	0.1146818537
622	0.1146096177
623	0.1145398306
624	0.1144867074
625	0.1144252995
626	0.1143720255
627	0.1143368862
628	0.1142969594
629	0.1142406836
630	0.1142019684
631	0.1141191982
632	0.1140645204
633	0.1140040124
634	0.1139388121
635	0.1138602489
636	0.1138119638
637	0.1137742447
638	0.1137273865
639	0.1136891944
640	0.113644833
641	0.1136120845
642	0.1135435733
643	0.1134867624
644	0.1134066461
645	0.113333291
646	0.1132468726
647	0.1132110074
648	0.1131502134
649	0.1131026379
650	0.1130332262
651	0.1129712937
652	0.1129009714
653	0.112844149
654	0.1127760592
655	0.1127297745
656	0.1126751566
657	0.1126210977
658	0.1125469237
659	0.1124749316
660	0.1124199604
661	0.11235655
662	0.1122783384
663	0.1122311769
664	0.1121764576
665	0.1121354047
666	0.1120968726
667	0.1120483907
668	0.112006651
669	0.1119359517
670	0.1118806832
671	0.1118176934
672	0.111760695
673	0.111754638
674	0.1117275286
675	0.1116717789
676	0.1116504232
677	0.1115928207
678	0.1115476843
679	0.1114925221
680	0.1114539706
681	0.111400484
682	0.1113448753
683	0.1112999282
684	0.1112415309
685	0.1112027207
686	0.111154774
687	0.1110853644
688	0.1110231748
689	0.1109524493
690	0.1108860053
691	0.1108586927
692	0.110791194
693	0.1107292325
694	0.1106743961
695	0.1106132192
696	0.1105620016
697	0.1105025695
698	0.1104695304
699	0.1104297664
700	0.1103552641
701	0.1102957599
702	0.1102475869
703	0.1102069704
704	0.1101335563
705	0.1100726882
706	0.1100175941
707	0.1099759388
708	0.1099285222
709	0.1098649102
710	0.1098227696
711	0.1097888563
712	0.1097430476
713	0.1096997982
714	0.109636508
715	0.1095933727
716	0.1095369097
717	0.1094939868
718	0.1094429282
719	0.109400137
720	0.1093498685
721	0.1093079074
722	0.1092522457
723	0.1092084402
724	0.1091770467
725	0.1091303129
726	0.1091081641
727	0.1090889051
728	0.1090438487
729	0.1090081423
730	0.1089747373
731	0.1089344356
732	0.1088702861
733	0.1088242432
734	0.1087902489
735	0.1087402192
736	0.108690964
737	0.1086389194
738	0.108595372
739	0.108550945
740	0.1084929936
741	0.1084553806
742	0.1084207204
743	0.1083705251
744	0.1083139075
745	0.1082537833
746	0.1082013234
747	0.108157925
748	0.1081144432
749	0.108065142
750	0.1080453981
751	0.1080007796
752	0.1079606823
753	0.1079036987
754	0.1078660901
755	0.1078379946
756	0.1077876991
757	0.1077254642
758	0.1076558381
759	0.10762498
760	0.107592393
761	0.107545046
762	0.1074953982
763	0.1074379083
764	0.1073865699
765	0.1073334622
766	0.1073085745
767	0.1072574006
768	0.1072060934
769	0.1071548583
770	0.1071030869
771	0.1070853051
772	0.1070091226
773	0.1069670043
774	0.1069341113
775	0.1068654001
776	0.1068203693
777	0.1067825985
778	0.1067610978
779	0.1067034234
780	0.1066458118
781	0.1065664144
782	0.1065222349
783	0.106475825
784	0.1064508117
785	0.1064038147
786	0.1063500814
787	0.1063256915
788	0.1062620175
789	0.1061848243
790	0.1061689526
791	0.1061083823
792	0.106072537
793	0.106032381
794	0.1059729628
795	0.1059070132
796	0.1058332769
797	0.1058097403
798	0.1057757315
799	0.1057274083
800	0.1057030384
801	0.1056322687
802	0.1055970647
803	0.1055474764
804	0.105485077
805	0.1054377424
806	0.1053975445
807	0.105360424
808	0.1052989156
809	0.1052734317
810	0.1052251942
811	0.1051831181
812	0.1051303213
813	0.1050741673
814	0.1050186512
815	0.1050009276
816	0.1049727015
817	0.104946776
818	0.1048937249
819	0.1048402457
820	0.1047772818
821	0.1047190434
822	0.1046586098
823	0.1045911002
824	0.1045455781
825	0.1045206381
826	0.1044585895
827	0.1044326338
828	0.1043821692
829	0.1043596701
830	0.1043098626
831	0.1042731491
832	0.1042183493
833	0.104175851
834	0.1041137867
835	0.1040617522
836	0.1039950571
837	0.1039383482
838	0.1038854846
839	0.1038523941
840	0.1038223699
841	0.1038009257
842	0.1037760704
843	0.1037417665
844	0.1036981766
845	0.1036433376
846	0.1035951959
847	0.1035636457
848	0.1035187153
849	0.1034862192
850	0.1034518334
851	0.1034077294
852	0.1033872452
853	0.103336635
854	0.1032767592
855	0.1032212683
856	0.1031594372
857	0.1031197126
858	0.1030801462
859	0.1030585783
860	0.1030143662
861	0.102963726
862	0.1029147801
863	0.1028687653
864	0.1027985643
865	0.1027444842
866	0.1027036422
867	0.1026847046
868	0.1026405192
869	0.1025956226
870	0.1025559284
871	0.1025141465
872	0.1024663283
873	0.102448699
874	0.1024020111
875	0.1023526482
876	0.1023099988
877	0.1022841419
878	0.1022386446
879	0.1022016141
880	0.1021467297
881	0.1020930642
882	0.1020253834
883	0.1019716192
884	0.1019389911
885	0.1019260856
886	0.1018706051
887	0.1018188817
888	0.1017708814
889	0.1017344799
890	0.1017013653
891	0.1016554198
892	0.1016011727
893	0.1015584562
894	0.1015100249
895	0.1014741273
896	0.1014322166
897	0.1014032551
898	0.1013621372
899	0.1013429568
900	0.1013204219
901	0.1012777919
902	0.1012293342
903	0.1012115638
904	0.1011757449
905	0.1011357008
906	0.1011168366
907	0.1010821719
908	0.1010350953
909	0.101010055
910	0.100991571
911	0.1009422974
912	0.1009221307
913	0.1008689066
914	0.1008446222
915	0.1008287867
916	0.1007894726
917	0.1007591573
918	0.1007125069
919	0.1006747312
920	0.1006509566
921	0.1006167504
922	0.1005802458
923	0.1005261026
924	0.1004797459
925	0.1004347298
926	0.1003793182
927	0.1003322375
928	0.1002801313
929	0.1002595809
930	0.1002389462
931	0.1002209971
932	0.1001875489
933	0.1001509307
934	0.1001134209
935	0.1000674667
936	0.1000169585
937	0.09997732323
938	0.099948702
939	0.09990006838
940	0.09987212435
941	0.09982781167
942	0.09979007895
943	0.09974381736
944	0.09971527721
945	0.09969570287
946	0.0996573263
947	0.09961281512
948	0.0995889425
949	0.09954721235
950	0.09949882769
951	0.09946504152
952	0.09942160107
953	0.09939393086
954	0.09935152665
955	0.09933578856
956	0.0992910711
957	0.09927289194
958	0.0992205983
959	0.09918493627
960	0.09916712041
961	0.09913424512
962	0.09909584549
963	0.09905981353
964	0.09902063517
965	0.09897755474
966	0.09894181709
967	0.09892343833
968	0.09887842141
969	0.0988639093
970	0.09883468824
971	0.09881460894
972	0.09879951425
973	0.09876421512
974	0.09871278001
975	0.09868520662
976	0.09864344872
977	0.09862761953
978	0.09858946573
979	0.0985698765
980	0.09852051885
981	0.098499014
982	0.09844894577
983	0.09840839207
984	0.09839195584
985	0.09833989596
986	0.09829752416
987	0.09825445008
988	0.09819966001
989	0.09818051426
990	0.09815644275
991	0.0981147114
992	0.0980851399
993	0.09805740183
994	0.09801167309
995	0.09799622036
996	0.09796181987
997	0.09792156378
998	0.09790777919
999	0.09787645591
